ProductID,Weight,FatContent,ProductVisibility,ProductType,MRP,OutletID,EstablishmentYear,OutletSize,LocationType,OutletType,OutletSales,CustomerSegmentCode,MarketingTouchpoints,LegacySystemFlag,ResidualActivityScore
NCQ06,13.0,Low Fat,0.0420611,Household,254.1014,OUT017,2007,,Tier 2,Supermarket Type1,3315.0182,Blue,9,0,0.00932133779606678
FDJ48,11.3,Low Fat,0.0,Baking Goods,245.2118,OUT045,2002,,Tier 2,Supermarket Type1,5681.2714,Green,88,0,-0.7453442950497876
DRD24,,Low Fat,0.030645958,Soft Drinks,141.7154,OUT027,1985,Medium,Tier 3,Supermarket Type3,2694.4926,Blue,76,1,-0.04581104431808029
FDW10,21.2,Low Fat,0.118297605,Snack Foods,175.037,OUT010,1998,,Tier 3,Grocery Store,529.311,Green,15,1,-0.06329525886579862
FDU51,20.2,Regular,0.096709408,Meat,175.8028,OUT045,2002,,Tier 2,Supermarket Type1,3896.2616,Blue,40,0,0.5608080651609907
NCC31,8.02,Low Fat,0.019901356,Household,157.5972,OUT049,1999,Medium,Tier 1,Supermarket Type1,3427.5384,Green,97,1,-2.075784765046595
FDY02,,Regular,0.087221497,Dairy,263.991,OUT027,1985,Medium,Tier 3,Supermarket Type3,9467.676,Blue,54,1,-1.036667316152543
FDU34,18.25,Low Fat,0.07518071,Snack Foods,126.2046,OUT035,2004,Small,Tier 2,Supermarket Type1,1618.5598,Blue,60,1,-0.9548742310505617
FDX21,7.05,Low Fat,0.1422157,Snack Foods,108.7912,OUT010,1998,,Tier 3,Grocery Store,109.1912,Blue,85,1,0.6294212470834306
NCH29,5.51,Low Fat,0.034543718,Health and Hygiene,99.7726,OUT045,2002,,Tier 2,Supermarket Type1,978.726,Red,80,0,-0.006310363664730578
DRL35,15.7,Low Fat,0.030751366,Hard Drinks,42.577,OUT049,1999,Medium,Tier 1,Supermarket Type1,952.094,Blue,86,1,1.440599892079389
DRN37,9.6,Low Fat,0.096842096,Soft Drinks,166.1158,OUT017,2007,,Tier 2,Supermarket Type1,501.3474,Red,99,0,0.8291414805583857
NCN53,5.175,Low Fat,0.050808821,Health and Hygiene,33.6874,OUT010,1998,,Tier 3,Grocery Store,70.5748,Green,48,0,-0.34590472220400376
FDL45,15.6,Low Fat,0.063081713,Snack Foods,125.7704,OUT010,1998,,Tier 3,Grocery Store,250.3408,Blue,72,1,-0.04954601779552097
FDA37,7.81,Regular,0.055451725,Canned,122.6046,OUT018,2009,Medium,Tier 3,Supermarket Type2,2365.5874,Green,51,1,1.2938846414336787
FDK20,,Regular,0.0,Fruits and Vegetables,120.5072,OUT027,1985,Medium,Tier 3,Supermarket Type3,2695.1584,Green,1,0,1.433214850447274
FDA49,19.7,Low Fat,0.108665723,Canned,86.4198,OUT010,1998,,Tier 3,Grocery Store,87.2198,Blue,95,1,-0.09567949575639233
FDG59,15.85,Low Fat,0.043322254,Starchy Foods,39.6164,OUT045,2002,,Tier 2,Supermarket Type1,1004.0264,Red,49,1,-0.985037135661774
FDV03,,LF,0.057809959,Meat,156.2314,OUT027,1985,Medium,Tier 3,Supermarket Type3,2947.4966,Blue,85,0,-2.100863540056221
FDF16,7.3,Low Fat,0.086132373,Frozen Foods,148.8076,OUT046,1997,Small,Tier 1,Supermarket Type1,3103.9596,Green,42,0,-2.101102840252927
FDU36,6.15,Low Fat,0.046342889,Baking Goods,97.3384,OUT049,1999,Medium,Tier 1,Supermarket Type1,886.8456,Green,76,0,0.4720825952742088
FDU35,6.44,Low Fat,0.132590283,Breads,98.17,OUT010,1998,,Tier 3,Grocery Store,199.74,Blue,7,1,0.4519901009445182
FDH08,,Low Fat,0.030516069,Fruits and Vegetables,227.801,OUT019,1985,Small,Tier 1,Grocery Store,459.402,Red,58,1,-0.6753964869738631
FDF24,15.5,Regular,0.025473816,Baking Goods,83.1934,OUT018,2009,Medium,Tier 3,Supermarket Type2,1146.5076,Red,64,0,1.3014869442559946
DRN36,15.2,Low Fat,0.0,Soft Drinks,96.6752,OUT046,1997,Small,Tier 1,Supermarket Type1,479.376,Green,80,0,-0.20694265952511098
FDS59,14.8,Regular,0.043856919,Breads,109.057,OUT013,1987,High,Tier 3,Supermarket Type1,2746.425,Green,11,1,-0.5883973472357426
DRJ23,18.35,Low Fat,0.041904578,Hard Drinks,188.1872,OUT017,2007,,Tier 2,Supermarket Type1,4159.9184,Red,3,1,1.1711618481218093
DRF25,9.0,Low Fat,0.038917891,Soft Drinks,35.919,OUT035,2004,Small,Tier 2,Supermarket Type1,1171.808,Blue,76,1,1.0385605581135338
FDL15,17.85,Low Fat,0.046707264,Meat,152.6682,OUT049,1999,Medium,Tier 1,Supermarket Type1,1829.6184,Green,94,0,-0.051595886695763676
NCP43,17.75,Low Fat,0.030501281,Others,180.566,OUT035,2004,Small,Tier 2,Supermarket Type1,3415.554,Red,40,1,0.5175309627246585
FDB28,6.615,Low Fat,0.093574769,Dairy,199.4426,OUT045,2002,,Tier 2,Supermarket Type1,3361.6242,Green,6,1,0.6437137296826219
FDX50,20.1,Low Fat,0.074565098,Dairy,111.3228,OUT013,1987,High,Tier 3,Supermarket Type1,663.1368,Blue,86,0,2.1752668788798832
FDE41,9.195,Regular,0.064014173,Frozen Foods,83.3566,OUT046,1997,Small,Tier 1,Supermarket Type1,1437.4622,Red,87,1,-0.13102042404249964
NCR50,20.2,Low Fat,0.011838464,Household,155.134,OUT049,1999,Medium,Tier 1,Supermarket Type1,2603.278,Green,68,0,-1.1798716805474392
FDD41,,Regular,0.086837543,Frozen Foods,106.2306,OUT027,1985,Medium,Tier 3,Supermarket Type3,2090.612,Blue,68,1,0.6254783881772652
DRI11,8.26,Low Fat,0.034457776,Hard Drinks,113.3834,OUT049,1999,Medium,Tier 1,Supermarket Type1,2073.3012,Green,80,0,0.062215074428531726
FDJ28,,Low Fat,0.0,Frozen Foods,190.9162,OUT027,1985,Medium,Tier 3,Supermarket Type3,5772.486,Blue,29,0,0.11231835996165258
FDP48,7.52,Regular,0.044091657,Baking Goods,182.995,OUT049,1999,Medium,Tier 1,Supermarket Type1,3844.995,Blue,72,0,-0.031222958823870196
FDY37,17.0,Regular,0.026546765,Canned,142.147,OUT013,1987,High,Tier 3,Supermarket Type1,2147.205,Red,5,1,-1.591324606721872
NCC07,19.6,Low Fat,0.023951149,Household,105.6964,OUT046,1997,Small,Tier 1,Supermarket Type1,1577.946,Blue,88,1,0.2613790660348003
FDJ10,5.095,Regular,0.129705008,Snack Foods,141.8838,OUT049,1999,Medium,Tier 1,Supermarket Type1,1966.7732,Green,18,1,-0.3591561876613128
FDY37,17.0,Regular,0.026563851,Canned,141.247,OUT035,2004,Small,Tier 2,Supermarket Type1,3292.381,Blue,79,1,-0.30906802223636265
NCL19,15.35,Low Fat,0.015700603,Others,141.147,OUT049,1999,Medium,Tier 1,Supermarket Type1,2719.793,Blue,84,0,-0.3981771222907189
FDI50,8.42,Regular,0.0,Canned,229.0352,OUT035,2004,Small,Tier 2,Supermarket Type1,5496.8448,Red,65,1,-0.039201192697753275
FDO39,6.985,Regular,0.137366883,Meat,184.9608,OUT046,1997,Small,Tier 1,Supermarket Type1,3858.9768,Blue,9,1,0.26044992516951804
FDO25,6.3,Low Fat,0.127424932,Canned,208.127,OUT035,2004,Small,Tier 2,Supermarket Type1,2306.997,Blue,15,0,-0.02930551667137811
FDE24,14.85,Low Fat,0.09384335,Baking Goods,142.3812,OUT018,2009,Medium,Tier 3,Supermarket Type2,1139.8496,Green,36,0,1.1548151195135978
FDW19,12.35,Regular,0.038578501,Fruits and Vegetables,109.557,OUT045,2002,,Tier 2,Supermarket Type1,1757.712,Red,78,0,0.7561677995898207
FDT36,12.3,LF,0.111727876,Baking Goods,33.9874,OUT018,2009,Medium,Tier 3,Supermarket Type2,564.5984,Red,76,0,-0.07310003566416852
FDH16,10.5,Low Fat,0.052637056,Frozen Foods,88.583,OUT049,1999,Medium,Tier 1,Supermarket Type1,808.947,Red,76,1,-1.0353758919116014
DRM37,15.35,Low Fat,0.096790497,Soft Drinks,197.2768,OUT018,2009,Medium,Tier 3,Supermarket Type2,3941.536,Blue,31,0,0.5805281489178395
NCN07,18.5,Low Fat,0.033997473,Others,129.9284,OUT049,1999,Medium,Tier 1,Supermarket Type1,1845.5976,Red,46,1,-0.3149055719182106
FDK25,11.6,Regular,0.157149885,Breakfast,168.2474,OUT045,2002,,Tier 2,Supermarket Type1,2863.6058,Blue,71,1,-0.1707450883346634
FDK41,14.3,Low Fat,0.12780038,Frozen Foods,83.6224,OUT045,2002,,Tier 2,Supermarket Type1,852.224,Blue,42,0,-1.3186850609261938
DRL60,8.52,LF,0.045291822,Soft Drinks,153.5682,OUT010,1998,,Tier 3,Grocery Store,457.4046,Green,81,0,0.4135708163086037
FDR43,18.2,Low Fat,0.161458973,Fruits and Vegetables,37.819,OUT035,2004,Small,Tier 2,Supermarket Type1,256.333,Green,35,0,2.5933857454493516
FDY15,18.25,Regular,0.171093639,Dairy,155.663,OUT049,1999,Medium,Tier 1,Supermarket Type1,2034.019,Green,25,0,-0.5062866317860745
FDW08,12.1,Low Fat,0.14825809,Fruits and Vegetables,108.428,OUT013,1987,High,Tier 3,Supermarket Type1,1278.336,Green,9,0,0.6226023381728207
DRE15,13.35,Low Fat,0.017821466,Dairy,75.1012,OUT045,2002,,Tier 2,Supermarket Type1,1366.2216,Green,30,1,1.2458590811883452
NCO30,19.5,Low Fat,0.01581384,Household,183.2608,OUT017,2007,,Tier 2,Supermarket Type1,2940.1728,Blue,96,0,-0.5229771004631462
FDO32,,Low Fat,0.119959873,Fruits and Vegetables,45.506,OUT027,1985,Medium,Tier 3,Supermarket Type3,885.514,Blue,28,1,-2.425189153677281
FDH05,14.35,Regular,0.091283986,Frozen Foods,232.6984,OUT018,2009,Medium,Tier 3,Supermarket Type2,2316.984,Red,4,0,0.6955114932633333
FDH10,,Low Fat,0.049066248,Snack Foods,192.4478,OUT027,1985,Medium,Tier 3,Supermarket Type3,8912.3988,Blue,76,1,0.07931147640280711
FDP58,11.1,Low Fat,0.135416391,Snack Foods,218.3482,OUT045,2002,,Tier 2,Supermarket Type1,2847.6266,Blue,0,1,0.31133418225071396
NCH43,8.42,Low Fat,0.070510189,Household,214.4192,OUT013,1987,High,Tier 3,Supermarket Type1,1725.7536,Green,86,1,0.054895598514712006
FDZ32,,Regular,0.066765523,Fruits and Vegetables,107.1964,OUT019,1985,Small,Tier 1,Grocery Store,420.7856,Blue,2,0,1.159803362660916
FDU12,15.5,Regular,0.07575107,Baking Goods,262.8568,OUT046,1997,Small,Tier 1,Supermarket Type1,5800.4496,Green,66,0,-0.09752322568194934
FDM36,11.65,Regular,0.058730831,Baking Goods,171.9422,OUT046,1997,Small,Tier 1,Supermarket Type1,3448.844,Red,70,0,2.17088440485843
NCP50,,Low Fat,0.020460284,Others,81.7618,OUT027,1985,Medium,Tier 3,Supermarket Type3,2175.1686,Red,99,1,0.698049258314823
DRB25,12.3,Low Fat,0.069401919,Soft Drinks,107.9938,OUT013,1987,High,Tier 3,Supermarket Type1,2036.6822,Blue,34,1,1.0114852945665962
FDU15,13.65,Regular,0.026579951,Meat,34.7532,OUT013,1987,High,Tier 3,Supermarket Type1,683.1108,Red,14,0,0.006569535087340565
FDF58,13.3,LF,0.0,Snack Foods,62.151,OUT010,1998,,Tier 3,Grocery Store,63.251,Blue,66,0,0.31084550551527557
FDX35,,Regular,0.139913045,Breads,227.9036,OUT019,1985,Small,Tier 1,Grocery Store,455.4072,Red,92,1,-1.689635454447032
FDX51,9.5,Regular,0.022093019,Meat,195.9452,OUT049,1999,Medium,Tier 1,Supermarket Type1,2348.9424,Green,29,1,-0.5769852675470976
FDB47,8.8,Low Fat,0.071369947,Snack Foods,209.1612,OUT013,1987,High,Tier 3,Supermarket Type1,2090.612,Green,81,0,1.0776539629053858
FDL51,20.7,Regular,0.047482391,Dairy,215.9876,OUT035,2004,Small,Tier 2,Supermarket Type1,3430.2016,Green,74,0,-0.06687430404484876
NCM29,11.5,LF,0.017642229,Health and Hygiene,131.8626,OUT046,1997,Small,Tier 1,Supermarket Type1,2885.5772,Green,42,0,-1.1248783053912466
FDB29,16.7,Regular,0.052625179,Frozen Foods,113.4176,OUT018,2009,Medium,Tier 3,Supermarket Type2,1488.7288,Blue,59,1,-0.6842085748240915
FDS25,6.885,Regular,0.14057889,Canned,112.1228,OUT018,2009,Medium,Tier 3,Supermarket Type2,663.1368,Red,39,1,-0.6922824693857184
FDR36,6.715,Regular,0.203510667,Baking Goods,41.0454,OUT010,1998,,Tier 3,Grocery Store,251.6724,Blue,64,0,-0.03892295418009306
FDQ27,5.19,Regular,0.044321422,Meat,103.899,OUT049,1999,Medium,Tier 1,Supermarket Type1,2889.572,Green,28,0,-0.8342049667644664
FDZ22,9.395,Low Fat,0.045525961,Snack Foods,83.425,OUT017,2007,,Tier 2,Supermarket Type1,1498.05,Blue,73,0,1.4230616090087518
FDB02,9.695,Regular,0.029140008,Canned,176.337,OUT013,1987,High,Tier 3,Supermarket Type1,3528.74,Red,91,0,0.20820510866883737
FDZ34,6.695,Low Fat,0.075878519,Starchy Foods,194.082,OUT046,1997,Small,Tier 1,Supermarket Type1,3861.64,Blue,94,0,-1.3955146863728802
FDL46,20.35,Low Fat,0.054046706,Snack Foods,119.5466,OUT035,2004,Small,Tier 2,Supermarket Type1,353.5398,Red,18,1,1.536140701893776
FDN38,6.615,Regular,0.091954465,Canned,250.6408,OUT035,2004,Small,Tier 2,Supermarket Type1,4756.4752,Blue,2,0,-0.04578311596028421
FDK04,7.36,Low Fat,0.052418124,Frozen Foods,56.5588,OUT045,2002,,Tier 2,Supermarket Type1,801.6232,Red,35,1,0.5059930665679871
NCF31,9.13,Low Fat,0.052058629,Household,150.6024,OUT018,2009,Medium,Tier 3,Supermarket Type2,1821.6288,Red,42,1,0.3067413093760945
FDV59,13.35,Low Fat,0.080387424,Breads,219.2166,OUT010,1998,,Tier 3,Grocery Store,1524.0162,Green,14,1,0.4174220312496067
FDU13,8.355,Low Fat,0.187523164,Canned,146.2418,OUT035,2004,Small,Tier 2,Supermarket Type1,4414.254,Red,96,1,-0.34350902910005643
FDV14,19.85,Low Fat,0.044460448,Dairy,88.7856,OUT013,1987,High,Tier 3,Supermarket Type1,1142.5128,Green,40,1,0.33076289325841235
FDR09,18.25,Low Fat,0.077882226,Snack Foods,258.0962,OUT045,2002,,Tier 2,Supermarket Type1,1035.9848,Green,89,1,-0.1492366148317193
DRP47,15.75,Low Fat,0.14048631,Hard Drinks,252.7382,OUT013,1987,High,Tier 3,Supermarket Type1,3280.3966,Green,79,1,0.3621047766572867
FDC23,18.0,Low Fat,0.017979145,Starchy Foods,178.3686,OUT018,2009,Medium,Tier 3,Supermarket Type2,3199.8348,Blue,35,1,-0.18572713111714992
FDU33,7.63,Regular,0.134919202,Snack Foods,46.9402,OUT049,1999,Medium,Tier 1,Supermarket Type1,780.9834,Blue,96,0,-0.29004168766946337
FDS27,10.195,Regular,0.012447775,Meat,197.611,OUT013,1987,High,Tier 3,Supermarket Type1,2553.343,Blue,83,0,-1.462032809090067
DRO59,11.8,Low Fat,0.054264078,Hard Drinks,75.0012,OUT045,2002,,Tier 2,Supermarket Type1,834.9132,Blue,76,0,-0.005204434201671527
FDD48,10.395,Low Fat,0.030219852,Baking Goods,114.7176,OUT045,2002,,Tier 2,Supermarket Type1,2748.4224,Red,32,0,0.2246136665566537
FDL33,7.235,Low Fat,0.099879337,Snack Foods,195.1452,OUT013,1987,High,Tier 3,Supermarket Type1,1761.7068,Red,4,0,1.8488740554822498
NCK30,14.85,Low Fat,0.061226969,Household,253.0698,OUT018,2009,Medium,Tier 3,Supermarket Type2,2283.0282,Blue,77,1,0.4793660066383242
NCP42,,Low Fat,0.028207784,Household,195.5478,OUT019,1985,Small,Tier 1,Grocery Store,387.4956,Red,90,1,-0.7246822424099253
FDP11,15.85,Low Fat,0.069491408,Breads,218.2166,OUT017,2007,,Tier 2,Supermarket Type1,4789.7652,Red,86,1,-1.0146776252897303
FDV52,20.7,Regular,0.122015744,Frozen Foods,117.7466,OUT018,2009,Medium,Tier 3,Supermarket Type2,2828.3184,Green,13,1,0.26743788000512814
FDW33,9.395,Low Fat,0.099120588,Snack Foods,107.228,OUT046,1997,Small,Tier 1,Supermarket Type1,2024.032,Green,67,1,-0.744947659356444
FDR19,13.5,Regular,0.159968994,Fruits and Vegetables,147.6102,OUT049,1999,Medium,Tier 1,Supermarket Type1,1603.9122,Green,82,0,-0.5684768301404822
FDW31,,Regular,0.042949109,Fruits and Vegetables,199.5742,OUT027,1985,Medium,Tier 3,Supermarket Type3,3981.484,Green,46,0,-0.7481261159492422
DRJ51,14.1,Low Fat,0.088172355,Dairy,232.2668,OUT045,2002,,Tier 2,Supermarket Type1,4146.6024,Red,53,1,-0.3285867802985206
FDU35,,Low Fat,0.078831762,Breads,98.97,OUT027,1985,Medium,Tier 3,Supermarket Type3,3395.58,Blue,3,0,0.7361223323766257
FDT37,14.15,Low Fat,0.035263498,Canned,254.8014,OUT035,2004,Small,Tier 2,Supermarket Type1,2040.0112,Red,93,0,-1.9898377931261881
FDK56,9.695,Low Fat,0.129889831,Fruits and Vegetables,185.3898,OUT013,1987,High,Tier 3,Supermarket Type1,3554.7062,Red,82,0,1.2946499243206915
FDY24,4.88,Regular,0.134037,Baking Goods,53.3298,OUT018,2009,Medium,Tier 3,Supermarket Type2,539.298,Red,94,0,-0.20413617748976157
FDS02,10.195,Regular,0.145867347,Dairy,194.0794,OUT046,1997,Small,Tier 1,Supermarket Type1,3901.588,Green,94,0,-0.6340823478860038
FDP39,,Low Fat,0.121554149,Meat,53.7324,OUT019,1985,Small,Tier 1,Grocery Store,311.5944,Green,8,1,0.88776025567464
NCG07,,Low Fat,0.091924311,Household,189.753,OUT019,1985,Small,Tier 1,Grocery Store,189.753,Green,52,0,-0.20625010944675237
FDP58,,Low Fat,0.236616754,Snack Foods,217.6482,OUT019,1985,Small,Tier 1,Grocery Store,219.0482,Blue,76,0,-1.0468561799564047
FDP46,15.35,Low Fat,0.074553522,Snack Foods,91.883,OUT013,1987,High,Tier 3,Supermarket Type1,2606.607,Red,77,1,-1.521833572450686
FDZ34,6.695,Low Fat,0.075864171,Starchy Foods,192.082,OUT035,2004,Small,Tier 2,Supermarket Type1,6757.87,Blue,59,1,0.6954447363925536
FDZ57,10.0,Regular,0.037977917,Snack Foods,128.6994,OUT017,2007,,Tier 2,Supermarket Type1,642.497,Green,45,1,0.7597374610582138
FDH34,8.63,Low Fat,0.031143591,Snack Foods,183.9582,OUT049,1999,Medium,Tier 1,Supermarket Type1,5386.9878,Blue,53,1,-0.41304848883482537
FDF35,15.0,Low Fat,0.154860353,Starchy Foods,106.1938,OUT017,2007,,Tier 2,Supermarket Type1,4073.3644,Red,73,1,1.3213248613799733
FDR20,20.0,Regular,0.028238317,Fruits and Vegetables,46.3744,OUT018,2009,Medium,Tier 3,Supermarket Type2,181.0976,Red,94,1,0.035830944414326875
FDX56,,Regular,0.073700837,Fruits and Vegetables,207.1638,OUT027,1985,Medium,Tier 3,Supermarket Type3,7247.233,Green,36,1,1.328004885771481
FDR40,9.1,Regular,0.008027701,Frozen Foods,81.1618,OUT013,1987,High,Tier 3,Supermarket Type1,2255.7304,Green,22,1,-0.9573676317161598
NCE30,16.0,Low Fat,0.099290166,Household,214.0902,OUT049,1999,Medium,Tier 1,Supermarket Type1,1486.7314,Blue,26,0,-1.0797961458829073
DRI37,15.85,Low Fat,0.180096791,Soft Drinks,57.3904,OUT010,1998,,Tier 3,Grocery Store,117.1808,Green,69,1,-0.5136493036810069
FDW48,,Low Fat,0.008499464,Baking Goods,81.3618,OUT027,1985,Medium,Tier 3,Supermarket Type3,1530.6742,Green,89,1,-0.399564369060038
NCC18,19.1,Low Fat,0.177629525,Household,173.9422,OUT045,2002,,Tier 2,Supermarket Type1,2414.1908,Red,65,0,1.1510868603120104
FDH02,7.27,Regular,0.020865797,Canned,90.2488,OUT018,2009,Medium,Tier 3,Supermarket Type2,814.9392,Green,60,1,0.2933430900455739
NCZ30,6.59,Low Fat,0.026180032,Household,120.7098,OUT035,2004,Small,Tier 2,Supermarket Type1,2530.7058,Green,76,1,-0.7592426819265239
FDI45,13.1,Low Fat,0.037734334,Fruits and Vegetables,173.9054,OUT018,2009,Medium,Tier 3,Supermarket Type2,3677.2134,Red,50,1,0.011158911623571783
FDK41,14.3,Low Fat,0.127435585,Frozen Foods,86.8224,OUT013,1987,High,Tier 3,Supermarket Type1,852.224,Red,49,1,-0.4280517841485829
FDQ07,15.1,Regular,0.087762922,Fruits and Vegetables,221.5456,OUT018,2009,Medium,Tier 3,Supermarket Type2,2873.5928,Blue,18,0,-0.8037581143300142
NCE06,5.825,LF,0.153127523,Household,162.4894,OUT010,1998,,Tier 3,Grocery Store,323.5788,Green,0,0,-0.0797417648976634
FDF11,10.195,reg,0.017703044,Starchy Foods,239.4538,OUT018,2009,Medium,Tier 3,Supermarket Type2,3605.307,Red,39,1,-0.19085611049206905
FDU51,20.2,Regular,0.096433359,Meat,178.5028,OUT013,1987,High,Tier 3,Supermarket Type1,4604.6728,Blue,31,0,-0.7656786179842419
NCH06,12.3,Low Fat,0.128136346,Household,248.346,OUT010,1998,,Tier 3,Grocery Store,985.384,Blue,21,0,-0.7763640214625551
FDD38,16.75,Regular,0.008184912,Canned,101.2674,OUT013,1987,High,Tier 3,Supermarket Type1,1528.011,Green,92,0,0.8145965765897881
FDU07,11.1,Low Fat,0.059846975,Fruits and Vegetables,150.1366,OUT046,1997,Small,Tier 1,Supermarket Type1,1813.6392,Green,65,0,0.4234158554251784
FDK08,9.195,Regular,0.122494876,Fruits and Vegetables,100.1016,OUT049,1999,Medium,Tier 1,Supermarket Type1,1416.8224,Blue,39,0,0.9436687296069644
FDW15,,Regular,0.054846706,Meat,147.3734,OUT027,1985,Medium,Tier 3,Supermarket Type3,3266.4148,Red,37,0,-0.28375176282171016
FDE21,12.8,Low Fat,0.022980361,Fruits and Vegetables,117.7492,OUT049,1999,Medium,Tier 1,Supermarket Type1,1274.3412,Blue,47,1,-1.0877357201232787
FDX28,6.325,Low Fat,0.125154452,Frozen Foods,99.2042,OUT035,2004,Small,Tier 2,Supermarket Type1,1388.8588,Green,54,1,-0.5739021370441768
NCR50,,LF,0.011762847,Household,153.534,OUT027,1985,Medium,Tier 3,Supermarket Type3,7503.566,Red,74,0,1.0273140059700046
FDL27,6.17,Low Fat,0.010674255,Meat,63.4826,OUT018,2009,Medium,Tier 3,Supermarket Type2,774.9912,Red,80,0,-1.60040439852996
FDK14,6.98,Low Fat,0.041098016,Canned,81.6934,OUT035,2004,Small,Tier 2,Supermarket Type1,818.934,Blue,54,0,1.4447108845233778
NCB07,,Low Fat,0.077132215,Household,197.411,OUT027,1985,Medium,Tier 3,Supermarket Type3,5892.33,Green,50,1,-1.110159643645336
NCR53,12.15,Low Fat,0.145013434,Health and Hygiene,225.0404,OUT035,2004,Small,Tier 2,Supermarket Type1,4950.8888,Blue,59,1,0.7796765159428879
FDB60,9.3,Low Fat,0.028683422,Baking Goods,195.8136,OUT017,2007,,Tier 2,Supermarket Type1,3693.8584,Blue,7,1,-1.0204585492088687
FDW48,18.0,Low Fat,0.008554102,Baking Goods,79.3618,OUT049,1999,Medium,Tier 1,Supermarket Type1,805.618,Blue,85,1,-0.595168049907042
FDR55,12.15,reg,0.132058566,Fruits and Vegetables,187.5872,OUT035,2004,Small,Tier 2,Supermarket Type1,4349.0056,Red,67,1,-2.057477032504352
FDO22,13.5,reg,0.017895691,Snack Foods,79.496,OUT045,2002,,Tier 2,Supermarket Type1,1597.92,Red,74,1,1.853798561024796
FDL48,19.35,reg,0.082731751,Baking Goods,49.2034,OUT017,2007,,Tier 2,Supermarket Type1,777.6544,Green,71,0,0.5748307500486405
NCZ05,8.485,Low Fat,0.058083831,Health and Hygiene,103.199,OUT013,1987,High,Tier 3,Supermarket Type1,722.393,Green,8,1,0.6336985153625104
FDO25,6.3,Low Fat,0.127449031,Canned,210.527,OUT046,1997,Small,Tier 1,Supermarket Type1,6291.81,Blue,89,1,-0.49286782267190415
FDF47,20.85,Low Fat,0.097536998,Starchy Foods,225.3746,OUT013,1987,High,Tier 3,Supermarket Type1,3365.619,Blue,1,1,-0.9307543502498805
FDY40,15.5,Regular,0.143670179,Frozen Foods,48.4692,OUT010,1998,,Tier 3,Grocery Store,49.2692,Blue,79,0,0.7765306072377874
FDR25,17.0,Regular,0.139804885,Canned,265.7884,OUT045,2002,,Tier 2,Supermarket Type1,3974.826,Green,94,1,-1.203124591748787
FDD59,,Regular,0.065860323,Starchy Foods,81.896,OUT027,1985,Medium,Tier 3,Supermarket Type3,1677.816,Red,69,0,-0.16712686023920295
FDX38,10.5,Regular,0.0481669,Dairy,48.8376,OUT013,1987,High,Tier 3,Supermarket Type1,671.1264,Red,84,0,-1.2507301164587183
FDE26,9.3,Low Fat,0.089005769,Canned,143.9786,OUT046,1997,Small,Tier 1,Supermarket Type1,2745.0934,Blue,89,1,0.12394844658533295
FDH48,,Low Fat,0.105893301,Baking Goods,86.254,OUT019,1985,Small,Tier 1,Grocery Store,519.324,Blue,58,1,-1.9169127644712842
NCK29,5.615,Low Fat,0.12566436,Health and Hygiene,123.473,OUT013,1987,High,Tier 3,Supermarket Type1,1231.73,Blue,18,1,-1.4805787733610272
NCF54,18.0,Low Fat,0.047377053,Household,171.1422,OUT046,1997,Small,Tier 1,Supermarket Type1,2931.5174,Blue,27,0,-0.8598194543323827
FDI38,13.35,Regular,0.0,Canned,206.9638,OUT017,2007,,Tier 2,Supermarket Type1,7247.233,Green,71,1,0.6147530741053199
FDJ07,,Low Fat,0.014353676,Meat,115.515,OUT027,1985,Medium,Tier 3,Supermarket Type3,1631.21,Red,13,0,-0.5313177112619316
FDS55,7.02,Low Fat,0.0,Fruits and Vegetables,148.1734,OUT018,2009,Medium,Tier 3,Supermarket Type2,890.8404,Blue,23,0,0.9835983231147025
NCX53,20.1,LF,0.025002878,Health and Hygiene,140.4154,OUT010,1998,,Tier 3,Grocery Store,567.2616,Green,43,1,1.5006982776594644
NCP55,14.65,Low Fat,0.0,Others,53.8614,OUT035,2004,Small,Tier 2,Supermarket Type1,1105.228,Blue,55,1,-0.3086431296882937
FDV04,7.825,Regular,0.150015234,Frozen Foods,157.5288,OUT046,1997,Small,Tier 1,Supermarket Type1,942.7728,Blue,89,1,-1.478447420270831
FDV40,17.35,Low Fat,0.014691784,Frozen Foods,74.1038,OUT046,1997,Small,Tier 1,Supermarket Type1,960.7494,Red,94,0,0.965679956276048
NCN30,16.35,Low Fat,0.017062427,Household,98.141,OUT018,2009,Medium,Tier 3,Supermarket Type2,1544.656,Blue,50,1,-1.541566171854868
FDT57,15.2,Low Fat,0.019142452,Snack Foods,237.5248,OUT017,2007,,Tier 2,Supermarket Type1,3318.3472,Red,31,0,-0.9032637051054866
FDI52,18.7,Low Fat,0.104890428,Frozen Foods,121.4072,OUT045,2002,,Tier 2,Supermarket Type1,3185.1872,Red,49,1,-1.701064270926387
FDT57,15.2,Low Fat,0.019018943,Snack Foods,238.7248,OUT013,1987,High,Tier 3,Supermarket Type1,1659.1736,Red,40,0,0.9631647253543423
FDK33,17.85,Low Fat,0.011233126,Snack Foods,211.556,OUT035,2004,Small,Tier 2,Supermarket Type1,5752.512,Green,65,1,0.5720856825544234
FDQ39,14.8,Low Fat,0.081026811,Meat,190.0846,OUT035,2004,Small,Tier 2,Supermarket Type1,4586.0304,Green,24,1,1.6182857249576108
FDR23,15.85,Low Fat,0.081953387,Breads,176.237,OUT045,2002,,Tier 2,Supermarket Type1,2646.555,Red,60,0,-0.44125560951006937
