ProductID,Weight,FatContent,ProductVisibility,ProductType,MRP,OutletID,EstablishmentYear,OutletSize,LocationType,OutletType,OutletSales,CustomerSegmentCode,MarketingTouchpoints,LegacySystemFlag,ResidualActivityScore,SalesCategory,,,
FDZ58,17.85,Low Fat,0.052389407,Snack Foods,120.9072,OUT018,2009,Medium,Tier 3,Supermarket Type2,2817.6656,Red,78,0,0.394033505,High,,,
NCQ38,16.35,Low Fat,0.013355306,Others,105.528,OUT013,1987,High,Tier 3,Supermarket Type1,2024.032,Green,85,0,-0.68820746,Medium,,,
FDF39,14.85,Regular,0.019550858,Dairy,263.791,OUT045,2002,,Tier 2,Supermarket Type1,4207.856,Red,93,1,-0.481860515,High,,,
FDT03,21.25,Low Fat,0.01005532,Meat,183.1608,OUT017,2007,,Tier 2,Supermarket Type1,2756.412,Green,39,0,-0.977535693,High,,,
FDN09,14.15,Low Fat,0.034845668,Snack Foods,242.7828,OUT013,1987,High,Tier 3,Supermarket Type1,3167.8764,Blue,97,0,-1.207455681,High,,,
FDJ02,17.2,Regular,0.025162022,Canned,145.9418,OUT035,2004,Small,Tier 2,Supermarket Type1,1765.7016,Blue,59,0,1.850083345,Medium,,,
FDN44,,Low Fat,0.022685222,Fruits and Vegetables,161.592,OUT027,1985,Medium,Tier 3,Supermarket Type3,4314.384,Red,97,1,-0.906252341,High,,,
FDQ34,10.85,Low Fat,0.162571649,Snack Foods,107.4622,OUT045,2002,,Tier 2,Supermarket Type1,529.311,Blue,47,1,0.998595109,Low,,,
FDX31,20.35,Regular,0.014825605,Fruits and Vegetables,233.2958,OUT046,1997,Small,Tier 1,Supermarket Type1,4206.5244,Blue,98,1,-0.355829079,High,,,
NCH55,16.35,Low Fat,0.058034349,Household,124.802,OUT010,1998,,Tier 3,Grocery Store,253.004,Blue,18,0,0.540476196,Low,,,
DRM47,9.3,Low Fat,0.043785694,Hard Drinks,191.6846,OUT046,1997,Small,Tier 1,Supermarket Type1,3057.3536,Red,71,0,-0.001916954,High,,,
DRL01,,Regular,0.076798609,Soft Drinks,231.8958,OUT027,1985,Medium,Tier 3,Supermarket Type3,8413.0488,Red,32,0,-1.791279307,High,,,
FDO12,15.75,Low Fat,0.055241242,Baking Goods,196.5452,OUT017,2007,,Tier 2,Supermarket Type1,3131.9232,Blue,43,1,0.028947521,High,,,
NCK30,14.85,Low Fat,0.061102235,Household,253.2698,OUT045,2002,,Tier 2,Supermarket Type1,2283.0282,Green,91,1,0.605724961,Medium,,,
FDP16,18.6,Low Fat,0.039517121,Frozen Foods,243.6802,OUT017,2007,,Tier 2,Supermarket Type1,5896.3248,Blue,36,1,-0.954981866,High,,,
NCG06,16.35,Low Fat,0.029565309,Household,256.4646,OUT018,2009,Medium,Tier 3,Supermarket Type2,515.3292,Red,88,1,2.321714752,Low,,,
FDX36,9.695,Regular,0.128283243,Baking Goods,226.1404,OUT046,1997,Small,Tier 1,Supermarket Type1,3375.606,Red,35,1,0.812190748,High,,,
FDT09,15.15,Regular,0.012332667,Snack Foods,130.0284,OUT017,2007,,Tier 2,Supermarket Type1,3559.3668,Red,80,1,0.820969444,High,,,
FDF08,14.3,Regular,0.065195229,Fruits and Vegetables,88.9856,OUT035,2004,Small,Tier 2,Supermarket Type1,1669.8264,Blue,87,0,0.927171697,Medium,,,
FDA43,10.895,Low Fat,0.108253944,Fruits and Vegetables,194.8794,OUT010,1998,,Tier 3,Grocery Store,585.2382,Green,20,1,-2.334038817,Low,,,
NCN06,8.39,Low Fat,0.121178848,Household,165.1868,OUT017,2007,,Tier 2,Supermarket Type1,2784.3756,Red,1,1,0.704864277,High,,,
DRF15,18.35,LF,0,Dairy,151.934,OUT013,1987,High,Tier 3,Supermarket Type1,306.268,Red,30,1,2.276079018,Low,,,
NCX05,15.2,Low Fat,0.09698132,Health and Hygiene,116.3492,OUT013,1987,High,Tier 3,Supermarket Type1,2548.6824,Blue,96,1,0.759413774,Medium,,,
FDM21,20.2,Low Fat,0.064351908,Snack Foods,259.4646,OUT035,2004,Small,Tier 2,Supermarket Type1,2061.3168,Green,29,0,-0.262795477,Medium,,,
NCG54,,Low Fat,0.079419801,Household,172.3106,OUT027,1985,Medium,Tier 3,Supermarket Type3,5475.5392,Blue,75,0,-1.115318731,High,,,
FDD26,8.71,Regular,0.072301795,Canned,185.6924,OUT045,2002,,Tier 2,Supermarket Type1,3331.6632,Red,43,1,-1.211854249,High,,,
FDU23,12.15,Low Fat,0.021719387,Breads,163.1184,OUT035,2004,Small,Tier 2,Supermarket Type1,3467.4864,Green,11,0,-1.331934917,High,,,
FDO37,8.06,Low Fat,0.021420031,Breakfast,232.0326,OUT045,2002,,Tier 2,Supermarket Type1,3003.4238,Green,50,0,-0.400431202,High,,,
FDP19,11.5,LF,0.290430317,Fruits and Vegetables,130.6652,OUT010,1998,,Tier 3,Grocery Store,258.3304,Red,48,0,-1.068134232,Low,,,
FDT13,14.85,Low Fat,0.018571641,Canned,187.3214,OUT046,1997,Small,Tier 1,Supermarket Type1,4333.6922,Green,23,0,-0.151973834,High,,,
FDY07,11.8,Low Fat,0,Fruits and Vegetables,45.2402,OUT018,2009,Medium,Tier 3,Supermarket Type2,1148.505,Green,23,0,0.203938689,Medium,,,
DRI47,14.7,Low Fat,0.020952705,Hard Drinks,143.5128,OUT049,1999,Medium,Tier 1,Supermarket Type1,2444.8176,Blue,59,0,-1.719842804,Medium,,,
NCW42,,Low Fat,0.102371638,Household,221.2456,OUT019,1985,Small,Tier 1,Grocery Store,663.1368,Red,10,0,-0.765089788,Low,,,
NCQ50,18.75,LF,0.034278798,Household,214.1218,OUT013,1987,High,Tier 3,Supermarket Type1,4488.1578,Red,12,1,-0.579049726,High,,,
FDQ09,7.235,Low Fat,0,Snack Foods,115.1834,OUT045,2002,,Tier 2,Supermarket Type1,1382.2008,Red,90,0,-0.607262235,Medium,,,
FDI20,,LF,0.038377013,Fruits and Vegetables,211.5586,OUT027,1985,Medium,Tier 3,Supermarket Type3,4432.2306,Red,71,1,0.017915078,High,,,
NCP05,19.6,Low Fat,0.025325897,Health and Hygiene,150.9024,OUT049,1999,Medium,Tier 1,Supermarket Type1,3795.06,Red,73,0,0.124782263,High,,,
FDH02,7.27,Regular,0.020898691,Canned,92.2488,OUT017,2007,,Tier 2,Supermarket Type1,814.9392,Green,71,0,-0.42429128,Low,,,
FDH45,15.1,Regular,0.105881129,Fruits and Vegetables,42.0796,OUT045,2002,,Tier 2,Supermarket Type1,454.0756,Blue,63,0,-0.672459531,Low,,,
DRG49,7.81,Low Fat,0.112906337,Soft Drinks,243.5486,OUT010,1998,,Tier 3,Grocery Store,488.6972,Red,19,1,-0.020613526,Low,,,
FDA37,7.81,Regular,0.055216312,Canned,125.5046,OUT035,2004,Small,Tier 2,Supermarket Type1,3237.1196,Blue,71,0,1.442296648,High,,,
FDS13,6.465,Low Fat,0.125210375,Canned,266.8884,OUT017,2007,,Tier 2,Supermarket Type1,1059.9536,Blue,72,1,-1.455455937,Low,,,
NCW42,,Low Fat,0.058185842,Household,220.8456,OUT027,1985,Medium,Tier 3,Supermarket Type3,4199.8664,Green,70,0,1.13168583,High,,,
FDK15,10.8,Low Fat,0.098814721,Meat,100.5042,OUT018,2009,Medium,Tier 3,Supermarket Type2,1884.8798,Red,77,0,-1.633664295,Medium,,,
FDX51,9.5,Regular,0.022058724,Meat,196.8452,OUT046,1997,Small,Tier 1,Supermarket Type1,3523.4136,Green,27,1,0.36183391,High,,,
FDJ20,20.7,Regular,0.100091576,Fruits and Vegetables,125.5388,OUT013,1987,High,Tier 3,Supermarket Type1,2105.2596,Red,1,0,1.049612795,Medium,,,
DRK59,8.895,Low Fat,0.075876602,Hard Drinks,235.9616,OUT017,2007,,Tier 2,Supermarket Type1,1874.8928,Green,42,0,-1.323504353,Medium,,,
FDL45,15.6,Low Fat,0.037841362,Snack Foods,125.2704,OUT018,2009,Medium,Tier 3,Supermarket Type2,2628.5784,Blue,7,0,0.350760358,High,,,
FDH41,9,Low Fat,0.081943273,Frozen Foods,214.5534,OUT013,1987,High,Tier 3,Supermarket Type1,3440.8544,Red,12,1,-1.04624953,High,,,
FDD05,19.35,Low Fat,0.016645164,Frozen Foods,120.9098,OUT045,2002,,Tier 2,Supermarket Type1,1687.1372,Blue,84,0,1.170315726,Medium,,,
FDZ39,19.7,Regular,0.018061324,Meat,102.599,OUT045,2002,,Tier 2,Supermarket Type1,2063.98,Blue,91,0,-1.600081471,Medium,,,
FDY35,,Regular,0.028062401,Breads,44.0402,OUT019,1985,Small,Tier 1,Grocery Store,91.8804,Green,34,0,-0.892473085,Low,,,
NCE06,5.825,Low Fat,0.091857904,Household,160.7894,OUT018,2009,Medium,Tier 3,Supermarket Type2,1617.894,Red,22,1,0.131379835,Medium,,,
FDE57,,Low Fat,0.036109413,Fruits and Vegetables,140.6154,OUT027,1985,Medium,Tier 3,Supermarket Type3,4538.0928,Blue,45,0,0.711473787,High,,,
FDD33,12.85,Low Fat,0.108633372,Fruits and Vegetables,233.8642,OUT018,2009,Medium,Tier 3,Supermarket Type2,2323.642,Green,14,1,0.092716902,Medium,,,
FDQ10,12.85,Low Fat,0.03324652,Snack Foods,172.4422,OUT045,2002,,Tier 2,Supermarket Type1,4483.4972,Red,1,0,0.495140648,High,,,
FDN15,17.5,Low Fat,0.016720132,Meat,139.918,OUT013,1987,High,Tier 3,Supermarket Type1,419.454,Red,60,0,-0.549216641,Low,,,
FDS50,17,Low Fat,0.055433377,Dairy,221.1114,OUT046,1997,Small,Tier 1,Supermarket Type1,4434.228,Blue,75,1,-1.091106566,High,,,
FDX21,7.05,Low Fat,0.084966021,Snack Foods,111.1912,OUT046,1997,Small,Tier 1,Supermarket Type1,1965.4416,Red,63,1,1.464612684,Medium,,,
FDL58,5.78,Regular,0.074135053,Snack Foods,264.0568,OUT035,2004,Small,Tier 2,Supermarket Type1,2109.2544,Blue,51,1,0.498764853,Medium,,,
FDK09,15.2,Low Fat,0.091745951,Snack Foods,229.0352,OUT035,2004,Small,Tier 2,Supermarket Type1,2290.352,Red,35,1,-0.487734996,Medium,,,
FDS08,,Low Fat,0.056685383,Fruits and Vegetables,178.437,OUT027,1985,Medium,Tier 3,Supermarket Type3,3175.866,Green,66,1,-1.653752335,High,,,
FDE20,11.35,Regular,0.00552947,Fruits and Vegetables,169.279,OUT035,2004,Small,Tier 2,Supermarket Type1,2376.906,Blue,68,0,1.223173118,Medium,,,
FDF04,17.5,Low Fat,0.013664703,Frozen Foods,257.7304,OUT045,2002,,Tier 2,Supermarket Type1,5683.2688,Blue,66,0,1.264354366,High,,,
FDA50,16.25,Low Fat,0.087310672,Dairy,95.541,OUT049,1999,Medium,Tier 1,Supermarket Type1,1544.656,Red,46,1,-0.217464453,Medium,,,
FDX08,12.85,Low Fat,0.022639195,Fruits and Vegetables,179.7318,OUT049,1999,Medium,Tier 1,Supermarket Type1,2165.1816,Red,82,0,-0.660612791,Medium,,,
FDD05,,Low Fat,0.016531033,Frozen Foods,122.4098,OUT027,1985,Medium,Tier 3,Supermarket Type3,3012.745,Blue,1,0,-0.259296369,High,,,
FDG41,8.84,Regular,0.076873991,Frozen Foods,109.9228,OUT018,2009,Medium,Tier 3,Supermarket Type2,1547.3192,Red,43,1,-0.210787525,Medium,,,
FDU39,,Low Fat,0.035863436,Meat,58.3562,OUT027,1985,Medium,Tier 3,Supermarket Type3,1125.8678,Green,63,1,0.769536914,Low,,,
NCQ43,17.75,Low Fat,0.111301625,Others,107.5912,OUT046,1997,Small,Tier 1,Supermarket Type1,1528.6768,Red,80,1,-1.137859635,Medium,,,
NCY42,6.38,Low Fat,0.015193323,Household,143.347,OUT045,2002,,Tier 2,Supermarket Type1,858.882,Green,77,0,-0.583604563,Low,,,
FDF26,,Regular,0.046408928,Canned,153.2998,OUT027,1985,Medium,Tier 3,Supermarket Type3,3998.7948,Green,27,1,-0.183668404,High,,,
FDC20,10.65,Low Fat,0,Fruits and Vegetables,57.1272,OUT035,2004,Small,Tier 2,Supermarket Type1,279.636,Green,90,0,0.258390611,Low,,,
FDX14,13.1,Low Fat,0.07494003,Dairy,75.0354,OUT046,1997,Small,Tier 1,Supermarket Type1,902.8248,Green,53,1,0.866379123,Low,,,
DRC49,,LF,0.065119701,Soft Drinks,145.7128,OUT027,1985,Medium,Tier 3,Supermarket Type3,4026.7584,Green,73,1,0.310980568,High,,,
FDM40,10.195,Low Fat,0,Frozen Foods,143.1154,OUT017,2007,,Tier 2,Supermarket Type1,2410.8618,Red,66,1,1.752104446,Medium,,,
FDE10,6.67,Regular,0.090456903,Snack Foods,131.2626,OUT017,2007,,Tier 2,Supermarket Type1,2098.6016,Green,35,1,-0.991546586,Medium,,,
NCU17,5.32,Low Fat,0.093071679,Health and Hygiene,103.8674,OUT045,2002,,Tier 2,Supermarket Type1,509.337,Red,62,0,1.461635688,Low,,,
FDB36,,Regular,0.048292189,Baking Goods,133.1626,OUT027,1985,Medium,Tier 3,Supermarket Type3,2492.0894,Green,24,0,-0.953874872,Medium,,,
DRF13,12.1,Low Fat,0.029902679,Soft Drinks,144.3444,OUT018,2009,Medium,Tier 3,Supermarket Type2,1161.1552,Blue,85,0,-0.395303416,Medium,,,
FDL13,13.85,Regular,0.056547986,Breakfast,232.73,OUT018,2009,Medium,Tier 3,Supermarket Type2,6291.81,Green,47,1,0.387223068,High,,,
NCH55,16.35,Low Fat,0.034726222,Household,125.602,OUT049,1999,Medium,Tier 1,Supermarket Type1,3036.048,Blue,38,0,1.177870083,High,,,
NCF18,18.35,Low Fat,0.088908547,Household,192.8504,OUT013,1987,High,Tier 3,Supermarket Type1,2876.256,Green,46,0,-0.393654478,High,,,
FDC09,15.5,Regular,0.044024163,Fruits and Vegetables,102.0332,OUT010,1998,,Tier 3,Grocery Store,102.5332,Green,93,0,0.392514918,Low,,,
FDV09,12.1,Low Fat,0.020568574,Snack Foods,150.4734,OUT046,1997,Small,Tier 1,Supermarket Type1,2078.6276,Green,20,1,-0.315623783,Medium,,,
FDV09,12.1,Low Fat,0.020564685,Snack Foods,148.2734,OUT035,2004,Small,Tier 2,Supermarket Type1,3266.4148,Blue,29,0,-2.295565044,High,,,
FDU16,19.25,Regular,0.058226609,Frozen Foods,85.2908,OUT013,1987,High,Tier 3,Supermarket Type1,671.1264,Blue,91,1,-0.038435817,Low,,,
FDD26,8.71,Regular,0.072155462,Canned,183.3924,OUT046,1997,Small,Tier 1,Supermarket Type1,3146.5708,Green,30,1,-1.241529374,High,,,
NCA29,10.5,Low Fat,0.027253711,Household,170.9106,OUT013,1987,High,Tier 3,Supermarket Type1,3251.1014,Red,25,0,1.271489065,High,,,
FDZ26,11.6,Regular,0.144604071,Dairy,240.8222,OUT018,2009,Medium,Tier 3,Supermarket Type2,3585.333,Green,21,0,1.278406294,High,,,
FDT56,16,Regular,0.193477995,Fruits and Vegetables,55.9246,OUT010,1998,,Tier 3,Grocery Store,405.4722,Blue,20,1,-0.835997688,Low,,,
FDF22,6.865,Low Fat,0.056945936,Snack Foods,214.6218,OUT045,2002,,Tier 2,Supermarket Type1,1923.4962,Green,0,1,-0.98969524,Medium,,,
FDH21,10.395,Low Fat,0.031288338,Seafood,159.5604,OUT045,2002,,Tier 2,Supermarket Type1,2852.2872,Blue,36,1,-0.628980409,High,,,
FDD44,8.05,Regular,0.078400465,Fruits and Vegetables,259.0646,OUT046,1997,Small,Tier 1,Supermarket Type1,4380.2982,Blue,76,0,0.532394722,High,,,
FDS56,5.785,Regular,0.038976089,Fruits and Vegetables,264.2252,OUT017,2007,,Tier 2,Supermarket Type1,3934.878,Blue,84,1,0.536361203,High,,,
FDF21,10.3,Regular,0.058918844,Fruits and Vegetables,191.653,OUT049,1999,Medium,Tier 1,Supermarket Type1,5313.084,Green,45,1,3.408050706,High,,,
FDM44,12.5,Low Fat,0.031176157,Fruits and Vegetables,103.099,OUT018,2009,Medium,Tier 3,Supermarket Type2,722.393,Blue,8,1,-0.308679572,Low,,,
DRK01,7.63,Low Fat,0.061159246,Soft Drinks,92.5436,OUT049,1999,Medium,Tier 1,Supermarket Type1,1607.2412,Blue,16,0,0.091369664,Medium,,,
FDO22,13.5,Regular,0,Snack Foods,78.396,OUT035,2004,Small,Tier 2,Supermarket Type1,1438.128,Green,46,1,1.931733005,Medium,,,
FDP57,17.5,Low Fat,0.052550476,Snack Foods,101.299,OUT045,2002,,Tier 2,Supermarket Type1,722.393,Blue,84,1,0.286341188,Low,,,
DRF49,,Low Fat,0.124448295,Soft Drinks,112.0518,OUT019,1985,Small,Tier 1,Grocery Store,113.8518,Green,94,1,-1.088075673,Low,,,
DRK11,8.21,low fat,0.010808272,Hard Drinks,150.5392,OUT018,2009,Medium,Tier 3,Supermarket Type2,1043.9744,Blue,58,1,0.34196598,Low,,,
FDT51,11.65,Regular,0.010963269,Meat,110.9544,OUT018,2009,Medium,Tier 3,Supermarket Type2,335.5632,Red,53,1,0.704815313,Low,,,
FDE58,18.5,LF,0,Snack Foods,119.8124,OUT017,2007,,Tier 2,Supermarket Type1,4029.4216,Red,85,0,-0.341695212,High,,,
FDT23,7.72,reg,0.075035902,Breads,78.7986,OUT018,2009,Medium,Tier 3,Supermarket Type2,856.8846,Blue,11,0,0.795279657,Low,,,
NCT42,5.88,Low Fat,0.024882614,Household,149.4392,OUT035,2004,Small,Tier 2,Supermarket Type1,1640.5312,Red,63,1,0.706290056,Medium,,,
FDJ41,6.85,Low Fat,0.022878953,Frozen Foods,262.3594,OUT035,2004,Small,Tier 2,Supermarket Type1,3924.891,Green,5,1,-0.458445069,High,,,
NCF42,,Low Fat,0.166572501,Household,176.1712,OUT027,1985,Medium,Tier 3,Supermarket Type3,3691.1952,Red,52,1,1.551702993,High,,,
FDA19,7.52,LF,0.055081623,Fruits and Vegetables,128.8994,OUT013,1987,High,Tier 3,Supermarket Type1,2055.9904,Blue,15,1,-0.783579305,Medium,,,
FDW09,13.65,Regular,0.025920816,Snack Foods,81.2302,OUT046,1997,Small,Tier 1,Supermarket Type1,2059.9852,Blue,89,1,0.437311778,Medium,,,
NCO14,,Low Fat,0.029500321,Household,46.2086,OUT027,1985,Medium,Tier 3,Supermarket Type3,802.9548,Green,4,1,-0.602113916,Low,,,
FDO39,6.985,Regular,0.137645467,Meat,185.2608,OUT045,2002,,Tier 2,Supermarket Type1,2940.1728,Blue,72,0,-1.692907712,High,,,
FDR45,,Low Fat,0,Snack Foods,240.6222,OUT027,1985,Medium,Tier 3,Supermarket Type3,4302.3996,Green,45,1,0.358371978,High,,,
FDA15,9.3,Low Fat,0.026818196,Dairy,248.9092,OUT010,1998,,Tier 3,Grocery Store,498.0184,Red,13,1,1.929327986,Low,,,
FDY13,12.1,Low Fat,0.030102335,Canned,74.767,OUT013,1987,High,Tier 3,Supermarket Type1,2220.443,Red,43,0,-0.053841073,Medium,,,
FDY31,5.98,Low Fat,0.043740308,Fruits and Vegetables,145.3418,OUT018,2009,Medium,Tier 3,Supermarket Type2,2354.2688,Green,62,0,-1.49342506,Medium,,,
NCS29,9,Low Fat,0.069653585,Health and Hygiene,266.2884,OUT049,1999,Medium,Tier 1,Supermarket Type1,2914.8724,Green,93,0,0.222058059,High,,,
FDJ52,7.145,Low Fat,0.01785932,Frozen Foods,160.6578,OUT018,2009,Medium,Tier 3,Supermarket Type2,2246.4092,Blue,51,0,-0.818682875,Medium,,,
NCX41,19,Low Fat,0.017755213,Health and Hygiene,211.7244,OUT045,2002,,Tier 2,Supermarket Type1,2752.4172,Red,25,1,1.053792157,High,,,
FDQ36,7.855,Regular,0.161875063,Baking Goods,35.6848,OUT045,2002,,Tier 2,Supermarket Type1,335.5632,Green,52,0,-0.228634416,Low,,,
FDV35,19.5,Low Fat,0.128181759,Breads,156.1314,OUT035,2004,Small,Tier 2,Supermarket Type1,2792.3652,Red,28,0,-1.772562342,High,,,
FDE02,8.71,Low Fat,0.121250374,Canned,92.7778,OUT046,1997,Small,Tier 1,Supermarket Type1,1032.6558,Green,18,0,0.508523985,Low,,,
FDA34,11.5,Low Fat,0.014921093,Starchy Foods,173.908,OUT018,2009,Medium,Tier 3,Supermarket Type2,1211.756,Red,46,1,0.208877642,Medium,,,
NCL42,18.85,Low Fat,0.040434372,Household,244.3144,OUT049,1999,Medium,Tier 1,Supermarket Type1,5635.3312,Blue,7,1,-0.299878328,High,,,
FDE14,13.65,Regular,0.031508924,Canned,98.77,OUT045,2002,,Tier 2,Supermarket Type1,1697.79,Red,22,1,-1.038802646,Medium,,,
DRD25,6.135,Low Fat,0.079094835,Soft Drinks,114.386,OUT049,1999,Medium,Tier 1,Supermarket Type1,1018.674,Red,34,0,1.789137397,Low,,,
DRF01,5.655,Low Fat,0.175793413,Soft Drinks,146.9102,OUT018,2009,Medium,Tier 3,Supermarket Type2,1749.7224,Red,94,1,-0.451908532,Medium,,,
FDF39,14.85,Regular,0.019495051,Dairy,261.291,OUT013,1987,High,Tier 3,Supermarket Type1,10256.649,Red,52,0,0.897098171,High,,,
FDP01,20.75,Regular,0.063313974,Breakfast,153.7682,OUT035,2004,Small,Tier 2,Supermarket Type1,1829.6184,Red,98,0,-0.463261893,Medium,,,
FDB10,10,Low Fat,0.0674819,Snack Foods,234.859,OUT018,2009,Medium,Tier 3,Supermarket Type2,1181.795,Blue,95,0,0.680824209,Medium,,,
FDY14,10.3,Low Fat,0.070026951,Dairy,263.6226,OUT035,2004,Small,Tier 2,Supermarket Type1,6608.065,Green,57,0,0.053452166,High,,,
FDR57,5.675,Regular,0.023496967,Snack Foods,156.1288,OUT046,1997,Small,Tier 1,Supermarket Type1,2828.3184,Red,4,1,0.028014792,High,,,
NCH29,5.51,Low Fat,0,Health and Hygiene,98.9726,OUT018,2009,Medium,Tier 3,Supermarket Type2,1565.9616,Blue,15,1,-0.826473718,Medium,,,
FDJ45,17.75,low fat,0.073559521,Seafood,33.9216,OUT045,2002,,Tier 2,Supermarket Type1,830.9184,Red,16,1,0.528144408,Low,,,
FDZ48,17.75,Low Fat,0.07626905,Baking Goods,113.1544,OUT018,2009,Medium,Tier 3,Supermarket Type2,1006.6896,Red,31,1,1.405123588,Low,,,
FDV44,8.365,Regular,0.039925235,Fruits and Vegetables,189.2188,OUT045,2002,,Tier 2,Supermarket Type1,4570.0512,Green,95,0,-1.034379382,High,,,
FDR01,,Regular,0.093883945,Canned,200.4742,OUT019,1985,Small,Tier 1,Grocery Store,398.1484,Red,51,0,-0.832283427,Low,,,
FDZ57,10,Regular,0.03773288,Snack Foods,128.2994,OUT013,1987,High,Tier 3,Supermarket Type1,1413.4934,Blue,19,0,2.944579624,Medium,,,
FDI08,18.2,Regular,0.066400129,Fruits and Vegetables,250.1092,OUT049,1999,Medium,Tier 1,Supermarket Type1,5727.2116,Blue,65,0,-1.001601841,High,,,
DRA24,19.35,Regular,0.039920687,Soft Drinks,163.3868,OUT035,2004,Small,Tier 2,Supermarket Type1,3439.5228,Green,83,0,-0.554577018,High,,,
FDS39,,Low Fat,0.022351808,Meat,143.7812,OUT027,1985,Medium,Tier 3,Supermarket Type3,4986.842,Red,81,1,1.383700387,High,,,
NCL31,7.39,Low Fat,0.120180894,Others,141.447,OUT013,1987,High,Tier 3,Supermarket Type1,2290.352,Blue,0,1,1.413825991,Medium,,,
FDD34,7.945,Low Fat,0.015900971,Snack Foods,163.821,OUT049,1999,Medium,Tier 1,Supermarket Type1,1794.331,Red,57,0,-2.428083077,Medium,,,
FDC34,16,Regular,0.172759093,Snack Foods,157.0972,OUT046,1997,Small,Tier 1,Supermarket Type1,4673.916,Red,92,0,0.765425914,High,,,
NCK05,20.1,Low Fat,0.077454252,Health and Hygiene,59.2536,OUT046,1997,Small,Tier 1,Supermarket Type1,735.0432,Red,92,1,-0.195004765,Low,,,
FDB32,20.6,Low Fat,0.039255412,Fruits and Vegetables,94.4778,OUT010,1998,,Tier 3,Grocery Store,93.8778,Green,82,1,-0.149354921,Low,,,
FDC03,8.575,Regular,0.072252888,Dairy,196.5794,OUT017,2007,,Tier 2,Supermarket Type1,5267.1438,Red,43,0,1.165123583,High,,,
FDO19,17.7,Regular,0.016664252,Fruits and Vegetables,47.9034,OUT018,2009,Medium,Tier 3,Supermarket Type2,729.051,Blue,5,1,-0.348175928,Low,,,
FDZ28,20,Regular,0.086187886,Frozen Foods,125.4678,OUT010,1998,,Tier 3,Grocery Store,127.1678,Red,49,1,-0.511950364,Low,,,
FDK28,5.695,Low Fat,0.109784056,Frozen Foods,256.0646,OUT010,1998,,Tier 3,Grocery Store,1288.323,Blue,71,0,-0.321532758,Medium,,,
NCU30,5.11,Low Fat,0,Household,164.721,OUT018,2009,Medium,Tier 3,Supermarket Type2,3588.662,Red,87,0,-0.349102656,High,,,
FDV57,15.25,Regular,0,Snack Foods,178.166,OUT045,2002,,Tier 2,Supermarket Type1,4853.682,Blue,19,1,0.347357013,High,,,
FDB02,,Regular,0.029023048,Canned,177.837,OUT027,1985,Medium,Tier 3,Supermarket Type3,6704.606,Blue,13,1,1.323329926,High,,,
FDD52,18.25,Regular,0.183142346,Dairy,110.357,OUT013,1987,High,Tier 3,Supermarket Type1,2087.283,Red,4,0,0.427551801,Medium,,,
FDN34,15.6,Regular,0,Snack Foods,170.6132,OUT013,1987,High,Tier 3,Supermarket Type1,6595.4148,Red,40,1,-0.012864382,High,,,
FDB50,13,Low Fat,0.153857402,Canned,76.3986,OUT049,1999,Medium,Tier 1,Supermarket Type1,778.986,Blue,39,1,0.546388764,Low,,,
FDS55,7.02,Low Fat,0.081290366,Fruits and Vegetables,147.3734,OUT049,1999,Medium,Tier 1,Supermarket Type1,2524.0478,Green,33,1,0.780196131,Medium,,,
FDR21,19.7,Low Fat,0.066935459,Snack Foods,177.537,OUT046,1997,Small,Tier 1,Supermarket Type1,3175.866,Red,79,0,0.578010355,High,,,
NCD07,9.1,Low Fat,0.055514919,Household,112.5518,OUT049,1999,Medium,Tier 1,Supermarket Type1,341.5554,Green,44,1,-0.667304938,Low,,,
FDO11,8,Regular,0.050657232,Breads,249.9092,OUT010,1998,,Tier 3,Grocery Store,249.0092,Red,70,1,0.424604508,Low,,,
NCC54,17.75,Low Fat,0.098108957,Health and Hygiene,240.9196,OUT018,2009,Medium,Tier 3,Supermarket Type2,4579.3724,Red,79,0,-2.119551836,High,,,
FDV35,19.5,Low Fat,0.128405328,Breads,156.4314,OUT049,1999,Medium,Tier 1,Supermarket Type1,2326.971,Red,70,0,1.533921444,Medium,,,
NCU29,7.685,Low Fat,0.025477448,Health and Hygiene,145.276,OUT046,1997,Small,Tier 1,Supermarket Type1,3515.424,Red,26,1,1.531081227,High,,,
NCZ53,9.6,Low Fat,0.040969757,Health and Hygiene,188.7214,OUT010,1998,,Tier 3,Grocery Store,376.8428,Green,77,0,0.88940103,Low,,,
DRE03,19.6,Low Fat,0.040550868,Dairy,45.5718,OUT010,1998,,Tier 3,Grocery Store,47.2718,Red,77,0,1.245934458,Low,,,
FDZ09,17.6,Low Fat,0.175545889,Snack Foods,163.6868,OUT010,1998,,Tier 3,Grocery Store,163.7868,Blue,43,1,-0.074162013,Low,,,
FDE40,15.6,Regular,0.099344826,Dairy,63.6194,OUT045,2002,,Tier 2,Supermarket Type1,743.0328,Blue,32,0,-0.750486575,Low,,,
NCS18,12.65,Low Fat,0.042276746,Household,108.4938,OUT049,1999,Medium,Tier 1,Supermarket Type1,1500.7132,Green,32,1,-1.253902759,Medium,,,
FDX24,,Low Fat,0.013861607,Baking Goods,94.4462,OUT027,1985,Medium,Tier 3,Supermarket Type3,2036.0164,Red,43,1,1.008137599,Medium,,,
FDS34,,Regular,0.076387367,Snack Foods,112.1518,OUT027,1985,Medium,Tier 3,Supermarket Type3,3870.9612,Blue,19,0,-0.750614924,High,,,
