ProductID,FatContent,ProductVisibility,ProductType,MRP,OutletID,EstablishmentYear,LocationType,OutletType,CustomerSegmentCode,SalesCategory
FDO49,Regular,0.05787008,Breakfast,49.7008,OUT019,1985,Tier 1,Grocery Store,Blue,Low
FDO50,LF,0,Canned,90.2804,OUT018,2009,Tier 3,Supermarket Type2,Green,Medium
FDO50,low fat,0,Canned,89.8804,OUT017,2007,Tier 2,Supermarket Type1,Green,Low
FDO50,Low Fat,0.077790204,Canned,93.0804,OUT027,1985,Tier 3,Supermarket Type3,Red,High
FDO50,Low Fat,0.078103689,Canned,91.1804,OUT013,1987,Tier 3,Supermarket Type1,Blue,Medium
FDO50,Low Fat,0.078168739,Canned,91.3804,OUT046,1997,Tier 1,Supermarket Type1,Green,Medium
FDO50,Low Fat,0.078290271,Canned,93.1804,OUT049,1999,Tier 1,Supermarket Type1,Blue,Medium
FDO51,Regular,0.041779181,Meat,43.4112,OUT027,1985,Tier 3,Supermarket Type3,Blue,Low
FDO51,Regular,0.041947547,Meat,41.2112,OUT013,1987,Tier 3,Supermarket Type1,Green,Low
FDO51,Regular,0.042153502,Meat,44.0112,OUT018,2009,Tier 3,Supermarket Type2,Green,Low
FDO52,Regular,0.076790922,Frozen Foods,172.1106,OUT027,1985,Tier 3,Supermarket Type3,Red,Medium
FDO52,Regular,0.077100381,Frozen Foods,172.4106,OUT013,1987,Tier 3,Supermarket Type1,Red,Medium
FDO52,Regular,0.077150004,Frozen Foods,170.2106,OUT035,2004,Tier 2,Supermarket Type1,Blue,Medium
FDO52,Regular,0.077164595,Frozen Foods,172.5106,OUT046,1997,Tier 1,Supermarket Type1,Green,Medium
FDO52,Regular,0.077284566,Frozen Foods,172.4106,OUT049,1999,Tier 1,Supermarket Type1,Red,High
FDO52,Regular,0.077321087,Frozen Foods,169.3106,OUT045,2002,Tier 2,Supermarket Type1,Red,Medium
FDO52,Regular,0.077478931,Frozen Foods,170.3106,OUT018,2009,Tier 3,Supermarket Type2,Red,High
FDO52,Regular,0.07760107,Frozen Foods,171.0106,OUT017,2007,Tier 2,Supermarket Type1,Red,High
FDO56,Regular,0.044974051,Fruits and Vegetables,115.5808,OUT035,2004,Tier 2,Supermarket Type1,Blue,Medium
FDO56,Regular,0.045073782,Fruits and Vegetables,119.1808,OUT045,2002,Tier 2,Supermarket Type1,Red,Low
FDO56,Regular,0.045165796,Fruits and Vegetables,118.4808,OUT018,2009,Tier 3,Supermarket Type2,Red,Medium
FDO56,Regular,0.075291577,Fruits and Vegetables,119.1808,OUT010,1998,Tier 3,Grocery Store,Green,Low
FDO56,Regular,0.078758649,Fruits and Vegetables,116.3808,OUT019,1985,Tier 1,Grocery Store,Red,Low
FDO57,Low Fat,0.108689606,Snack Foods,159.3578,OUT035,2004,Tier 2,Supermarket Type1,Red,High
FDO57,Low Fat,0.108710162,Snack Foods,161.7578,OUT046,1997,Tier 1,Supermarket Type1,Red,High
FDO57,Low Fat,0.108879177,Snack Foods,161.5578,OUT049,1999,Tier 1,Supermarket Type1,Red,Low
FDO57,Low Fat,0.108930629,Snack Foods,160.9578,OUT045,2002,Tier 2,Supermarket Type1,Blue,Medium
FDO57,Low Fat,0.109153001,Snack Foods,161.3578,OUT018,2009,Tier 3,Supermarket Type2,Red,High
FDO57,Low Fat,0.181958524,Snack Foods,161.0578,OUT010,1998,Tier 3,Grocery Store,Blue,Low
FDO57,Low Fat,0.19033746,Snack Foods,159.4578,OUT019,1985,Tier 1,Grocery Store,Green,Low
FDO58,Low Fat,0.039385518,Snack Foods,164.8526,OUT027,1985,Tier 3,Supermarket Type3,Blue,High
FDO58,Low Fat,0.039544237,Snack Foods,163.6526,OUT013,1987,Tier 3,Supermarket Type1,Green,Medium
FDO58,Low Fat,0.039569689,Snack Foods,165.9526,OUT035,2004,Tier 2,Supermarket Type1,Red,High
FDO58,Low Fat,0.039577173,Snack Foods,166.1526,OUT046,1997,Tier 1,Supermarket Type1,Blue,High
FDO58,Low Fat,0.039638705,Snack Foods,166.0526,OUT049,1999,Tier 1,Supermarket Type1,Red,High
FDO58,Low Fat,0.039738393,Snack Foods,163.7526,OUT018,2009,Tier 3,Supermarket Type2,Green,High
FDO60,Low Fat,0,Baking Goods,43.4086,OUT018,2009,Tier 3,Supermarket Type2,Green,Low
FDO60,Low Fat,0.034203092,Baking Goods,43.3086,OUT027,1985,Tier 3,Supermarket Type3,Green,Low
FDO60,Low Fat,0.034340926,Baking Goods,45.4086,OUT013,1987,Tier 3,Supermarket Type1,Red,Low
FDO60,Low Fat,0.034363029,Baking Goods,43.5086,OUT035,2004,Tier 2,Supermarket Type1,Green,Low
FDO60,Low Fat,0.034369528,Baking Goods,43.7086,OUT046,1997,Tier 1,Supermarket Type1,Blue,Low
FDO60,LF,0.034563936,Baking Goods,45.3086,OUT017,2007,Tier 2,Supermarket Type1,Red,Low
FDO60,Low Fat,0.057527544,Baking Goods,43.1086,OUT010,1998,Tier 3,Grocery Store,Green,Low
FDP01,Regular,0.063313974,Breakfast,153.7682,OUT035,2004,Tier 2,Supermarket Type1,Red,Medium
FDP01,Regular,0.063684145,Breakfast,151.7682,OUT017,2007,Tier 2,Supermarket Type1,Red,Medium
FDP01,Regular,0.105994654,Breakfast,150.5682,OUT010,1998,Tier 3,Grocery Store,Green,Low
FDP03,Regular,0,Meat,122.9388,OUT017,2007,Tier 2,Supermarket Type1,Red,Medium
FDP03,Regular,0.06112617,Meat,122.5388,OUT013,1987,Tier 3,Supermarket Type1,Red,Low
FDP03,Regular,0.061165512,Meat,125.6388,OUT035,2004,Tier 2,Supermarket Type1,Red,High
FDP03,Regular,0.06117708,Meat,121.8388,OUT046,1997,Tier 1,Supermarket Type1,Blue,High
FDP03,Regular,0.061272194,Meat,125.6388,OUT049,1999,Tier 1,Supermarket Type1,Green,Medium
FDP03,Regular,0.061301149,Meat,122.1388,OUT045,2002,Tier 2,Supermarket Type1,Blue,Medium
FDP03,Regular,0.10239789,Meat,122.1388,OUT010,1998,Tier 3,Grocery Store,Blue,Low
FDP04,Low Fat,0.013745883,Frozen Foods,62.0168,OUT027,1985,Tier 3,Supermarket Type3,Red,Medium
FDP04,Low Fat,0.013812772,Frozen Foods,64.7168,OUT046,1997,Tier 1,Supermarket Type1,Green,Low
FDP04,Low Fat,0.013834247,Frozen Foods,62.7168,OUT049,1999,Tier 1,Supermarket Type1,Red,Low
FDP04,Low Fat,0.013840784,Frozen Foods,65.2168,OUT045,2002,Tier 2,Supermarket Type1,Green,Low
FDP04,Low Fat,0.013869039,Frozen Foods,62.5168,OUT018,2009,Tier 3,Supermarket Type2,Red,Low
FDP07,Low Fat,0.08982696,Fruits and Vegetables,197.111,OUT013,1987,Tier 3,Supermarket Type1,Green,Low
FDP07,Low Fat,0.089884775,Fruits and Vegetables,195.111,OUT035,2004,Tier 2,Supermarket Type1,Red,High
FDP07,Low Fat,0.089901774,Fruits and Vegetables,197.511,OUT046,1997,Tier 1,Supermarket Type1,Green,Low
FDP07,Low Fat,0.090084098,Fruits and Vegetables,197.211,OUT045,2002,Tier 2,Supermarket Type1,Red,High
FDP07,Low Fat,0.090267996,Fruits and Vegetables,194.711,OUT018,2009,Tier 3,Supermarket Type2,Green,High
FDP08,Regular,0.112316501,Fruits and Vegetables,193.9478,OUT013,1987,Tier 3,Supermarket Type1,Red,High
FDP08,Regular,0.112410046,Fruits and Vegetables,192.2478,OUT046,1997,Tier 1,Supermarket Type1,Green,High
FDP08,Regular,0.112584813,Fruits and Vegetables,192.0478,OUT049,1999,Tier 1,Supermarket Type1,Red,Medium
FDP08,Regular,0.112638016,Fruits and Vegetables,195.5478,OUT045,2002,Tier 2,Supermarket Type1,Green,High
FDP08,Regular,0.113045883,Fruits and Vegetables,194.1478,OUT017,2007,Tier 2,Supermarket Type1,Blue,High
FDP09,Low Fat,0.033725743,Snack Foods,211.6902,OUT027,1985,Tier 3,Supermarket Type3,Red,High
FDP09,LF,0.033883448,Snack Foods,213.2902,OUT035,2004,Tier 2,Supermarket Type1,Blue,High
FDP09,Low Fat,0.033942546,Snack Foods,213.5902,OUT049,1999,Tier 1,Supermarket Type1,Green,High
FDP09,Low Fat,0.034027909,Snack Foods,212.0902,OUT018,2009,Tier 3,Supermarket Type2,Blue,High
FDP09,low fat,0.059336763,Snack Foods,212.1902,OUT019,1985,Tier 1,Grocery Store,Green,Low
FDP10,Low Fat,0.127469857,Snack Foods,107.7622,OUT027,1985,Tier 3,Supermarket Type3,Green,High
FDP10,Low Fat,0.127983545,Snack Foods,107.6622,OUT013,1987,Tier 3,Supermarket Type1,Blue,Medium
FDP10,Low Fat,0.128065918,Snack Foods,104.3622,OUT035,2004,Tier 2,Supermarket Type1,Red,Medium
FDP10,Low Fat,0.128090139,Snack Foods,107.0622,OUT046,1997,Tier 1,Supermarket Type1,Green,Medium
FDP10,Low Fat,0.128289285,Snack Foods,104.9622,OUT049,1999,Tier 1,Supermarket Type1,Red,Medium
FDP10,Low Fat,0.128349909,Snack Foods,106.5622,OUT045,2002,Tier 2,Supermarket Type1,Green,Medium
FDP10,Low Fat,0.128814669,Snack Foods,107.6622,OUT017,2007,Tier 2,Supermarket Type1,Red,Medium
FDP11,Low Fat,0.068765925,Breads,216.9166,OUT027,1985,Tier 3,Supermarket Type3,Red,High
FDP11,Low Fat,0.069043044,Breads,218.7166,OUT013,1987,Tier 3,Supermarket Type1,Green,High
FDP11,Low Fat,0.069087481,Breads,218.7166,OUT035,2004,Tier 2,Supermarket Type1,Red,Low
FDP11,Low Fat,0.069100548,Breads,216.6166,OUT046,1997,Tier 1,Supermarket Type1,Blue,High
FDP11,Low Fat,0.069240685,Breads,217.5166,OUT045,2002,Tier 2,Supermarket Type1,Red,Low
FDP11,Low Fat,0.069491408,Breads,218.2166,OUT017,2007,Tier 2,Supermarket Type1,Red,High
FDP11,Low Fat,0.11566015,Breads,218.3166,OUT010,1998,Tier 3,Grocery Store,Red,Low
FDP11,Low Fat,0.120986139,Breads,216.1166,OUT019,1985,Tier 1,Grocery Store,Red,Low
FDP12,Regular,0.045258247,Baking Goods,35.9874,OUT035,2004,Tier 2,Supermarket Type1,Blue,Low
FDP12,Regular,0.045266806,Baking Goods,36.9874,OUT046,1997,Tier 1,Supermarket Type1,Red,Low
FDP12,Regular,0.045337184,Baking Goods,36.8874,OUT049,1999,Tier 1,Supermarket Type1,Blue,Low
FDP12,Regular,0.045358609,Baking Goods,36.1874,OUT045,2002,Tier 2,Supermarket Type1,Blue,Low
FDP12,Regular,0.045522854,Baking Goods,35.0874,OUT017,2007,Tier 2,Supermarket Type1,Blue,Low
FDP13,Regular,0.133673087,Canned,41.548,OUT027,1985,Tier 3,Supermarket Type3,Red,Low
FDP13,Regular,0.134532392,Canned,39.448,OUT049,1999,Tier 1,Supermarket Type1,Red,Low
FDP13,Regular,0.134870732,Canned,41.948,OUT018,2009,Tier 3,Supermarket Type2,Red,Low
FDP13,Regular,0.235183205,Canned,41.548,OUT019,1985,Tier 1,Grocery Store,Green,Low
FDP15,Low Fat,0,Meat,256.033,OUT010,1998,Tier 3,Grocery Store,Green,Medium
FDP15,Low Fat,0.083536071,Meat,255.433,OUT027,1985,Tier 3,Supermarket Type3,Green,High
FDP16,Low Fat,0.039294854,Frozen Foods,246.6802,OUT046,1997,Tier 1,Supermarket Type1,Green,High
FDP16,Low Fat,0.039355947,Frozen Foods,246.3802,OUT049,1999,Tier 1,Supermarket Type1,Blue,High
FDP16,Low Fat,0.039454924,Frozen Foods,244.0802,OUT018,2009,Tier 3,Supermarket Type2,Red,High
FDP16,Low Fat,0.039517121,Frozen Foods,243.6802,OUT017,2007,Tier 2,Supermarket Type1,Blue,High
FDP16,Low Fat,0.065771529,Frozen Foods,245.7802,OUT010,1998,Tier 3,Grocery Store,Green,Low
FDP19,Low Fat,0,Fruits and Vegetables,128.4652,OUT049,1999,Tier 1,Supermarket Type1,Blue,High
FDP19,Low Fat,0,Fruits and Vegetables,129.3652,OUT013,1987,Tier 3,Supermarket Type1,Red,Medium
FDP19,LF,0.173483253,Fruits and Vegetables,129.0652,OUT035,2004,Tier 2,Supermarket Type1,Red,High
FDP19,Low Fat,0.173516063,Fruits and Vegetables,128.1652,OUT046,1997,Tier 1,Supermarket Type1,Green,Medium
FDP19,Low Fat,0.173867958,Fruits and Vegetables,128.8652,OUT045,2002,Tier 2,Supermarket Type1,Blue,Medium
FDP19,LF,0.290430317,Fruits and Vegetables,130.6652,OUT010,1998,Tier 3,Grocery Store,Red,Low
FDP20,Low Fat,0.045631231,Fruits and Vegetables,128.102,OUT013,1987,Tier 3,Supermarket Type1,Blue,Medium
FDP20,Low Fat,0.045669236,Fruits and Vegetables,126.402,OUT046,1997,Tier 1,Supermarket Type1,Green,Low
FDP20,Low Fat,0.045761855,Fruits and Vegetables,125.602,OUT045,2002,Tier 2,Supermarket Type1,Blue,Low
FDP20,Low Fat,0.045855273,Fruits and Vegetables,127.102,OUT018,2009,Tier 3,Supermarket Type2,Red,Medium
FDP21,Regular,0.025616191,Snack Foods,188.1872,OUT027,1985,Tier 3,Supermarket Type3,Red,High
FDP21,Regular,0.0258457,Snack Foods,188.9872,OUT018,2009,Tier 3,Supermarket Type2,Green,Medium
FDP21,Regular,0.025886443,Snack Foods,189.1872,OUT017,2007,Tier 2,Supermarket Type1,Red,High
FDP21,Regular,0.045068892,Snack Foods,190.8872,OUT019,1985,Tier 1,Grocery Store,Blue,Low
FDP22,Regular,0,Snack Foods,52.6666,OUT027,1985,Tier 3,Supermarket Type3,Red,Low
FDP22,Regular,0.099113429,Snack Foods,52.8666,OUT035,2004,Tier 2,Supermarket Type1,Red,Low
FDP22,Regular,0.099286298,Snack Foods,49.8666,OUT049,1999,Tier 1,Supermarket Type1,Red,Low
FDP22,Regular,0.099333217,Snack Foods,51.3666,OUT045,2002,Tier 2,Supermarket Type1,Green,Low
FDP22,Regular,0.099535996,Snack Foods,52.2666,OUT018,2009,Tier 3,Supermarket Type2,Red,Low
FDP22,Regular,0.099692906,Snack Foods,50.9666,OUT017,2007,Tier 2,Supermarket Type1,Red,Low
FDP23,Low Fat,0,Breads,218.9166,OUT013,1987,Tier 3,Supermarket Type1,Green,Medium
FDP23,Low Fat,0.035414528,Breads,218.2166,OUT027,1985,Tier 3,Supermarket Type3,Green,High
FDP23,Low Fat,0.03558013,Breads,217.5166,OUT035,2004,Tier 2,Supermarket Type1,Red,High
FDP23,Low Fat,0.03565903,Breads,218.3166,OUT045,2002,Tier 2,Supermarket Type1,Green,Medium
FDP23,Low Fat,0.035731825,Breads,218.3166,OUT018,2009,Tier 3,Supermarket Type2,Red,High
FDP24,Low Fat,0.082602127,Baking Goods,120.9756,OUT027,1985,Tier 3,Supermarket Type3,Blue,High
FDP24,Low Fat,0.082935004,Baking Goods,119.5756,OUT013,1987,Tier 3,Supermarket Type1,Red,High
FDP24,Low Fat,0.083004078,Baking Goods,119.4756,OUT046,1997,Tier 1,Supermarket Type1,Red,Low
FDP24,LF,0.083133128,Baking Goods,120.1756,OUT049,1999,Tier 1,Supermarket Type1,Green,Medium
FDP24,Low Fat,0.083172413,Baking Goods,121.0756,OUT045,2002,Tier 2,Supermarket Type1,Green,Medium
FDP24,Low Fat,0.083473583,Baking Goods,120.8756,OUT017,2007,Tier 2,Supermarket Type1,Red,Medium
FDP24,Low Fat,0.13893181,Baking Goods,119.5756,OUT010,1998,Tier 3,Grocery Store,Blue,Low
FDP25,Low Fat,0.02110482,Canned,217.0824,OUT027,1985,Tier 3,Supermarket Type3,Green,High
FDP25,Low Fat,0.021203509,Canned,216.3824,OUT035,2004,Tier 2,Supermarket Type1,Red,High
FDP25,Low Fat,0.021207519,Canned,219.4824,OUT046,1997,Tier 1,Supermarket Type1,Red,Medium
FDP25,Low Fat,0.021240491,Canned,216.9824,OUT049,1999,Tier 1,Supermarket Type1,Red,High
FDP25,Low Fat,0.021250528,Canned,216.5824,OUT045,2002,Tier 2,Supermarket Type1,Blue,High
FDP25,Low Fat,0.021293909,Canned,218.4824,OUT018,2009,Tier 3,Supermarket Type2,Red,Medium
FDP25,Low Fat,0.021327477,Canned,216.8824,OUT017,2007,Tier 2,Supermarket Type1,Green,High
FDP25,Low Fat,0.035497039,Canned,216.7824,OUT010,1998,Tier 3,Grocery Store,Green,Low
FDP25,low fat,0.037131628,Canned,216.4824,OUT019,1985,Tier 1,Grocery Store,Red,Low
FDP26,Low Fat,0.139436695,Dairy,103.0306,OUT013,1987,Tier 3,Supermarket Type1,Blue,Medium
FDP26,Low Fat,0.139552827,Dairy,105.6306,OUT046,1997,Tier 1,Supermarket Type1,Red,Low
FDP26,Low Fat,0.140121306,Dairy,102.5306,OUT018,2009,Tier 3,Supermarket Type2,Green,Medium
FDP26,Low Fat,0.140342195,Dairy,105.6306,OUT017,2007,Tier 2,Supermarket Type1,Red,Low
FDP26,Low Fat,0.244338986,Dairy,105.9306,OUT019,1985,Tier 1,Grocery Store,Red,Low
FDP27,Low Fat,0.118872194,Meat,188.353,OUT027,1985,Tier 3,Supermarket Type3,Green,High
FDP27,LF,0.119351235,Meat,190.153,OUT013,1987,Tier 3,Supermarket Type1,Blue,High
FDP27,Low Fat,0.119428052,Meat,190.853,OUT035,2004,Tier 2,Supermarket Type1,Green,Medium
FDP27,Low Fat,0.119692888,Meat,188.453,OUT045,2002,Tier 2,Supermarket Type1,Red,High
FDP27,Low Fat,0.119937231,Meat,189.153,OUT018,2009,Tier 3,Supermarket Type2,Red,Medium
FDP27,Low Fat,0.199935881,Meat,188.453,OUT010,1998,Tier 3,Grocery Store,Green,Low
FDP27,Low Fat,0.20914265,Meat,190.953,OUT019,1985,Tier 1,Grocery Store,Green,Low
FDP28,Regular,0.080573371,Frozen Foods,260.1936,OUT013,1987,Tier 3,Supermarket Type1,Red,High
FDP28,Regular,0.08062523,Frozen Foods,259.6936,OUT035,2004,Tier 2,Supermarket Type1,Green,Medium
FDP28,Regular,0.080640478,Frozen Foods,262.6936,OUT046,1997,Tier 1,Supermarket Type1,Red,High
FDP28,Regular,0.080765853,Frozen Foods,262.8936,OUT049,1999,Tier 1,Supermarket Type1,Red,High
FDP28,Regular,0.080804019,Frozen Foods,261.1936,OUT045,2002,Tier 2,Supermarket Type1,Red,Medium
FDP28,Regular,0.080968973,Frozen Foods,259.7936,OUT018,2009,Tier 3,Supermarket Type2,Red,High
FDP28,Regular,0.081096613,Frozen Foods,261.2936,OUT017,2007,Tier 2,Supermarket Type1,Blue,High
FDP28,Regular,0.134975628,Frozen Foods,260.0936,OUT010,1998,Tier 3,Grocery Store,Blue,Low
FDP31,Regular,0.160722863,Fruits and Vegetables,65.7168,OUT027,1985,Tier 3,Supermarket Type3,Blue,Medium
FDP31,Regular,0.161474419,Fruits and Vegetables,62.9168,OUT035,2004,Tier 2,Supermarket Type1,Red,Low
FDP31,Regular,0.161504957,Fruits and Vegetables,65.0168,OUT046,1997,Tier 1,Supermarket Type1,Red,Low
FDP31,Regular,0.16216286,Fruits and Vegetables,62.2168,OUT018,2009,Tier 3,Supermarket Type2,Blue,Low
FDP31,Regular,0.162418495,Fruits and Vegetables,64.9168,OUT017,2007,Tier 2,Supermarket Type1,Red,Low
FDP32,Low Fat,0.087652908,Fruits and Vegetables,128.8678,OUT035,2004,Tier 2,Supermarket Type1,Green,Medium
FDP32,Low Fat,0.087669485,Fruits and Vegetables,127.2678,OUT046,1997,Tier 1,Supermarket Type1,Blue,Medium
FDP32,Low Fat,0.087805788,Fruits and Vegetables,126.7678,OUT049,1999,Tier 1,Supermarket Type1,Green,Medium
FDP32,Low Fat,0.08816538,Fruits and Vegetables,126.8678,OUT017,2007,Tier 2,Supermarket Type1,Red,Medium
FDP33,Low Fat,0,Snack Foods,256.6672,OUT018,2009,Tier 3,Supermarket Type2,Green,High
FDP33,Low Fat,0.088839949,Snack Foods,254.2672,OUT027,1985,Tier 3,Supermarket Type3,Green,High
FDP33,Low Fat,0.089197963,Snack Foods,257.3672,OUT013,1987,Tier 3,Supermarket Type1,Blue,Medium
FDP33,Low Fat,0.089272253,Snack Foods,254.7672,OUT046,1997,Tier 1,Supermarket Type1,Green,High
FDP33,LF,0.089777214,Snack Foods,256.4672,OUT017,2007,Tier 2,Supermarket Type1,Blue,High
FDP33,Low Fat,0.156304192,Snack Foods,256.3672,OUT019,1985,Tier 1,Grocery Store,Green,Low
FDP34,Low Fat,0,Snack Foods,155.463,OUT035,2004,Tier 2,Supermarket Type1,Green,High
FDP34,Low Fat,0.137227848,Snack Foods,155.563,OUT046,1997,Tier 1,Supermarket Type1,Blue,High
FDP34,Low Fat,0.137441201,Snack Foods,157.663,OUT049,1999,Tier 1,Supermarket Type1,Blue,High
FDP34,LF,0.137786856,Snack Foods,157.763,OUT018,2009,Tier 3,Supermarket Type2,Blue,High
FDP34,Low Fat,0.240268248,Snack Foods,156.463,OUT019,1985,Tier 1,Grocery Store,Green,Low
FDP36,Regular,0,Baking Goods,51.4008,OUT018,2009,Tier 3,Supermarket Type2,Red,Low
FDP36,Regular,0.091096531,Baking Goods,52.3008,OUT013,1987,Tier 3,Supermarket Type1,Red,Medium
FDP36,Regular,0.091688111,Baking Goods,49.0008,OUT017,2007,Tier 2,Supermarket Type1,Green,Low
FDP37,Low Fat,0.142986863,Breakfast,130.3994,OUT013,1987,Tier 3,Supermarket Type1,Red,High
FDP37,Low Fat,0.143396175,Breakfast,128.0994,OUT045,2002,Tier 2,Supermarket Type1,Green,Medium
FDP37,Low Fat,0.143688905,Breakfast,128.1994,OUT018,2009,Tier 3,Supermarket Type2,Green,Medium
FDP37,Low Fat,0.143915417,Breakfast,127.5994,OUT017,2007,Tier 2,Supermarket Type1,Red,Medium
FDP37,Low Fat,0.250560049,Breakfast,126.9994,OUT019,1985,Tier 1,Grocery Store,Blue,Low
FDP38,Low Fat,0.031946638,Canned,51.6008,OUT027,1985,Tier 3,Supermarket Type3,Red,Medium
FDP38,Low Fat,0.032075379,Canned,50.9008,OUT013,1987,Tier 3,Supermarket Type1,Blue,Low
FDP38,Low Fat,0.032152004,Canned,50.6008,OUT049,1999,Tier 1,Supermarket Type1,Green,Low
FDP38,Low Fat,0.032283676,Canned,52.2008,OUT017,2007,Tier 2,Supermarket Type1,Blue,Low
FDP38,Low Fat,0.053732324,Canned,49.8008,OUT010,1998,Tier 3,Grocery Store,Blue,Low
FDP39,Low Fat,0.06908877,Meat,52.3324,OUT027,1985,Tier 3,Supermarket Type3,Blue,Medium
FDP39,Low Fat,0.069532901,Meat,51.8324,OUT049,1999,Tier 1,Supermarket Type1,Green,Low
FDP39,Low Fat,0.069565759,Meat,52.4324,OUT045,2002,Tier 2,Supermarket Type1,Green,Low
FDP39,Low Fat,0.069707771,Meat,51.0324,OUT018,2009,Tier 3,Supermarket Type2,Blue,Low
FDP39,Low Fat,0.069817659,Meat,53.5324,OUT017,2007,Tier 2,Supermarket Type1,Blue,Low
FDP39,Low Fat,0.116203156,Meat,53.5324,OUT010,1998,Tier 3,Grocery Store,Green,Low
FDP39,Low Fat,0.121554149,Meat,53.7324,OUT019,1985,Tier 1,Grocery Store,Green,Low
FDP40,Regular,0.034328578,Frozen Foods,110.1544,OUT013,1987,Tier 3,Supermarket Type1,Red,Medium
FDP40,Regular,0.034350673,Frozen Foods,112.7544,OUT035,2004,Tier 2,Supermarket Type1,Green,Medium
FDP40,Regular,0.034357169,Frozen Foods,112.6544,OUT046,1997,Tier 1,Supermarket Type1,Red,High
FDP40,Regular,0.034410585,Frozen Foods,111.3544,OUT049,1999,Tier 1,Supermarket Type1,Green,Medium
FDP40,Regular,0.060154968,Frozen Foods,110.1544,OUT019,1985,Tier 1,Grocery Store,Green,Low
FDP44,Regular,0.07964724,Fruits and Vegetables,101.4332,OUT013,1987,Tier 3,Supermarket Type1,Green,Medium
FDP44,Regular,0.079698503,Fruits and Vegetables,100.6332,OUT035,2004,Tier 2,Supermarket Type1,Blue,Medium
FDP44,Regular,0.079713576,Fruits and Vegetables,101.3332,OUT046,1997,Tier 1,Supermarket Type1,Green,Medium
FDP44,Regular,0.079837509,Fruits and Vegetables,102.1332,OUT049,1999,Tier 1,Supermarket Type1,Red,Medium
FDP44,Regular,0.079875237,Fruits and Vegetables,102.7332,OUT045,2002,Tier 2,Supermarket Type1,Red,Medium
FDP44,Regular,0.133424184,Fruits and Vegetables,102.2332,OUT010,1998,Tier 3,Grocery Store,Red,Low
FDP45,Regular,0.030476541,Snack Foods,252.2724,OUT027,1985,Tier 3,Supermarket Type3,Red,High
FDP45,Regular,0.030624844,Snack Foods,252.2724,OUT046,1997,Tier 1,Supermarket Type1,Green,Medium
FDP45,Regular,0.030672457,Snack Foods,253.1724,OUT049,1999,Tier 1,Supermarket Type1,Blue,High
FDP45,Regular,0.030686952,Snack Foods,253.4724,OUT045,2002,Tier 2,Supermarket Type1,Blue,Medium
FDP45,Regular,0.03079807,Snack Foods,252.9724,OUT017,2007,Tier 2,Supermarket Type1,Red,High
FDP46,Low Fat,0,Snack Foods,88.283,OUT046,1997,Tier 1,Supermarket Type1,Blue,Medium
FDP46,Low Fat,0.074553522,Snack Foods,91.883,OUT013,1987,Tier 3,Supermarket Type1,Red,High
FDP46,Low Fat,0.074601506,Snack Foods,90.983,OUT035,2004,Tier 2,Supermarket Type1,Red,Medium
FDP46,Low Fat,0.13064231,Snack Foods,88.383,OUT019,1985,Tier 1,Grocery Store,Blue,Low
FDP48,Regular,0.043810028,Baking Goods,181.395,OUT027,1985,Tier 3,Supermarket Type3,Red,High
FDP48,Regular,0.044023213,Baking Goods,183.095,OUT046,1997,Tier 1,Supermarket Type1,Green,High
FDP48,Regular,0.044091657,Baking Goods,182.995,OUT049,1999,Tier 1,Supermarket Type1,Blue,High
FDP48,Regular,0.044202545,Baking Goods,182.995,OUT018,2009,Tier 3,Supermarket Type2,Blue,High
FDP48,Regular,0.044272226,Baking Goods,181.395,OUT017,2007,Tier 2,Supermarket Type1,Blue,Medium
FDP49,Regular,0,Breakfast,55.2614,OUT018,2009,Tier 3,Supermarket Type2,Blue,Low
FDP49,Regular,0.068754395,Breakfast,54.5614,OUT027,1985,Tier 3,Supermarket Type3,Red,Medium
FDP49,Regular,0.069031467,Breakfast,55.0614,OUT013,1987,Tier 3,Supermarket Type1,Blue,Low
FDP49,Regular,0.069088961,Breakfast,56.3614,OUT046,1997,Tier 1,Supermarket Type1,Red,Medium
FDP49,Regular,0.069196376,Breakfast,54.3614,OUT049,1999,Tier 1,Supermarket Type1,Green,Low
FDP49,Regular,0.069229076,Breakfast,55.9614,OUT045,2002,Tier 2,Supermarket Type1,Green,Low
FDP49,Regular,0.120965853,Breakfast,55.8614,OUT019,1985,Tier 1,Grocery Store,Blue,Low
FDP51,Regular,0.085274988,Meat,119.6124,OUT046,1997,Tier 1,Supermarket Type1,Blue,Medium
FDP51,Regular,0.085622362,Meat,119.4124,OUT018,2009,Tier 3,Supermarket Type2,Red,Medium
FDP51,Regular,0.149305497,Meat,119.6124,OUT019,1985,Tier 1,Grocery Store,Green,Low
FDP52,Regular,0,Frozen Foods,229.201,OUT035,2004,Tier 2,Supermarket Type1,Green,High
FDP52,Regular,0.070349402,Frozen Foods,228.601,OUT027,1985,Tier 3,Supermarket Type3,Red,High
FDP52,reg,0.070691729,Frozen Foods,230.201,OUT046,1997,Tier 1,Supermarket Type1,Blue,High
FDP52,Regular,0.070979698,Frozen Foods,229.501,OUT018,2009,Tier 3,Supermarket Type2,Red,Medium
FDP52,Regular,0.071091591,Frozen Foods,228.601,OUT017,2007,Tier 2,Supermarket Type1,Green,High
FDP56,Low Fat,0.046259036,Fruits and Vegetables,47.4692,OUT027,1985,Tier 3,Supermarket Type3,Red,Medium
